nPsoRun,n_iter,S,fgbest,optDes
423,8972,300,-24.421272717266625,[0.14737763470624907 -0.8437772804161656 0.9999999999999994; 0.9828223041819453 0.7135006151072522 -0.47092510047102104; -0.9999999999998771 0.310123029897027 0.999999999999997; 0.9999999999999774 -0.9266076563617291 -0.9999999999999996; -0.999999999999998 -0.9999999999999999 -0.9998332132386956; -0.9996431783277782 0.9263864589019131 0.012832486095682829; 0.9999999999999998 -0.9999999999999988 0.9276995603475651; 0.9999999999999922 0.999999888287254 -0.9999999999999994; -0.0331264031811331 1.0 0.9709953718861851; -0.854092910523442 -0.11401015094157947 -0.9999999999938282; 0.9999999999999988 0.7983678728853687 0.9999999999999984; 0.48400768932451316 -0.9999999999998942 -0.7742438607207819; -0.9999999849174365 0.9999999999999977 -0.9999947957067485; -0.9999999999999984 -0.9999999999999999 0.8618587140309164]
424,3291,300,-23.902482895591767,[-0.9999870188278431 0.06660371531983161 -1.0; -0.0010055882584283958 0.8204374782140128 0.728083922659881; 0.8320339088296865 -0.9999999997267676 0.9999968521755194; -0.9999999962118488 -0.9999999999800149 -0.5970289607865867; 0.9999999999950936 -0.9999999996931234 -0.9999999990466293; 0.9999999795144469 0.9999999999977615 0.9999999956532468; -0.9999999997553343 0.9999999999868951 0.9999999999885106; -0.8002605523492521 -0.9999999998079971 0.999999999946009; -0.9999968219957837 0.9999457513710795 -0.5693016728662411; 0.8979803484344817 0.9999497200496918 -0.40848051265170116; 0.999999833579223 -0.0688242089924344 0.9992642793622317; 0.4438649136964363 -0.9958746334036612 -0.7552105091666483; -0.999795862782925 -0.13649207529071972 0.7063402374101418; 0.7128640341121629 0.9868180105464917 -0.999999999901548]
425,5790,300,-24.83283186993429,[-0.9999999999999997 0.999200227412036 0.9999999999999989; -1.0 -0.6917232982063979 0.9999999999999947; 0.4212599888597673 1.0 -0.716552463609721; 0.999999999999994 -0.9999999999999899 0.9999993873851144; 0.9978439943241262 -0.9999999999999997 -0.9999999432314807; -0.9976999118613171 -0.7560994891627989 -0.9999999999999999; -0.999999999999963 0.9999999985139242 -0.9999999999999999; -0.9999999999999992 -0.9999999999999992 -0.2048833787507006; -0.9967783786886124 1.0 -0.030426074190242475; 0.9999999999998694 -0.2201189251945498 -0.9999999999999973; 0.2543855425287218 -0.9376890014597595 0.9999999999999886; 0.9960825196267039 1.0 1.0; 0.9999999999999993 0.9999999999999952 -1.0; 0.9588364722203135 0.35764110146836436 0.8249236011676823]
426,8499,300,-22.50660219914356,[0.9171421661683082 0.9999999999997415 -1.0; -0.08145098548555531 -0.35431212085246977 -0.1129530774114367; 1.0 0.9999999999999882 0.5071200737339309; 0.15880326444719634 0.9999999999999871 0.9999999999974765; 0.9999999999999923 -1.0 -0.9999999999996224; -0.9997709471629733 0.9999999999892359 -0.9772180214475481; -0.9999999999970877 -0.5398547398478926 -0.9999999999998173; 1.0 -0.9999999392053154 0.9999999999977697; 0.976294145177608 0.033039380309239474 -0.9701743984046372; -0.159559903068044 -0.9999579143172871 -0.9278955227181698; -0.9999999999999932 -0.9023320932426129 0.9999999999999996; -0.9999999999999977 0.9609021444526171 0.3952197668061701; 0.15675196161575664 -0.9999432510624482 0.999999999999639; -0.999999999999995 -0.8972479620167123 0.10702665906190696]
427,7154,300,-25.249852365866737,[0.3446747436630629 -0.9997834450784521 -0.9915137734699966; 0.9999999992571679 0.9950232299704076 -0.7206472542622291; -0.8208646605576638 0.9954609838847486 0.4489319950873516; -0.5783322565719838 -0.999846997871166 0.6050478724409328; -0.9998341562116608 -0.016999984399083224 -0.6414632184295626; -0.9999999999733802 0.9999999996488738 -1.0; 0.40526441459029805 0.9994489778829647 -0.999979771636254; -1.0 -0.9997519832414669 0.999999999992353; 0.9905915035807511 0.13112403078588597 0.9999999954840236; -1.0 0.7900410171740254 1.0; 0.9867438988482401 0.9999999999991664 0.9999999997612833; -0.999999999999943 -0.9999999999999907 -1.0; 1.0 -1.0 -0.8494306356326426; 0.9999999986585132 -0.999999999999262 1.0]
428,10000,300,-23.950652678731476,[0.9999997422455974 -0.9130527136271984 -0.9999991063497853; 0.9999998390814425 0.999999999999976 -0.800739007910863; 0.9999994305986794 0.999999939312823 0.9999924785101448; -0.9999999999845263 0.9999999999427678 -0.7598988316211448; -0.9999999999999757 0.9999991886547832 0.9304490344630753; 0.999999999998698 -0.9999996402857346 0.906091602680899; 0.9999999999999982 -0.3669576243858665 -0.1598112485564826; 0.9723191302579405 -0.35103100890347383 0.999999520004401; -0.9999999999998935 -0.3350505849952608 0.8539953446156702; 0.0007280065866746241 0.9999999999997928 -0.9999999999999999; 0.007989786755529697 0.9869874763566866 0.6045831849801735; -0.1279439525545232 -0.9999999999789053 -0.9946254902396843; -0.9012290647177124 -0.9999962627297772 0.9651145844179189; -0.9999999999981898 -0.871793215752407 -0.9999999960682794]
429,10000,300,-24.055659371258145,[-0.999999999926978 0.9999999998903125 -0.9999999999998213; -0.3011309452841121 0.9672360026696416 -0.7413538455888224; -0.9967764809289152 -1.0 -0.9999999884084492; -0.9999999999427753 -0.20880306127028547 -0.9987940312697948; -0.9999999996765881 0.9999999999733507 0.999835542705249; 0.14448084256020088 -0.859244206736927 0.999999999999997; 0.87565599404913 0.9999999999963559 1.0; 1.0 0.809230792484088 0.1317046166139597; 0.9655857740380642 -1.0 -0.22313369884398823; -0.9999999973997818 -0.9999999999999994 0.9999999999456078; -0.9999999999224584 0.13389917025332043 0.9935144965328058; 0.9999982683351778 -0.6448396912010247 0.9619729032204304; 0.9999999999999983 -0.48870826857485805 -0.999999999916362; 0.9999999236654676 0.9999999986940369 -0.9999999998513665]
430,10000,300,-24.666942213457414,[0.23473284407979791 0.9999999999943548 -0.999999999955015; 0.9476126812497461 -0.9999999981903044 0.21569465895811876; 0.9999992140312363 -0.934378033491747 0.9999999999840462; -0.9999999998576173 0.9999999999981143 -0.9999999999999676; 0.9999999998865831 0.9999999999989608 0.9999987458616034; -0.9666648947297464 -0.18781992933175007 -0.9778168256750197; -0.9999999999329718 -0.9999999988430179 -0.9999999998227865; 0.9999999999999991 -0.9999999999999106 -0.9999999991451367; -0.9999999971215066 -0.9999999990024568 0.9999999999648788; -0.23974006661746386 0.9144430111872291 0.9255396548006687; 0.9999999999999326 -0.18371894962621854 -0.9205008386012319; -0.9999999982571396 0.9999999788031809 0.9930900162741576; 0.9999999996969607 0.9999999984647105 -0.15186947811777246; -0.6330399996641987 -0.9999727107153417 0.7175299406266225]
431,8115,300,-24.565784540011883,[-0.9743870152771513 -0.15659660940822984 0.8532108649675019; 0.9999997805610232 -0.18322278491685806 -0.9999999999998764; 0.8436953517717457 0.9640126252149622 0.01334076888557692; -0.9999999999999997 0.9999990565636387 -0.983871775469477; -0.9999999999999992 -1.0 -0.9999999999999998; 0.999999999999999 0.9999999999999992 -0.999996378740763; -0.2588006741417852 0.920580764486745 -0.9999868773167655; -0.839894978709812 -0.7929798921345257 -0.708690256518263; 0.9999999997398313 -0.9999999737592572 -0.3146049287139584; -0.8963275921810547 -0.9999999999999997 0.9999999753823924; 0.9999999998381944 0.6166423843811422 0.9876097549899654; -0.2458692522790523 0.9999999999999983 0.9999999999999999; 0.9792686924136992 -0.9983999715537508 0.9999999999999986; -0.998577079498429 0.9999906006857481 0.815654443554889]
432,10000,300,-23.788476627845558,[-0.9583882019823691 -0.39074109821537273 0.38109290970183657; 1.0 0.9999999999999978 -0.9994311388916997; -0.9993697855315108 -0.1694633199456471 -0.9999999999999998; -0.9999999999999998 0.9999999999996628 -0.6839313040216936; 0.9914014010323661 -0.15487794249453168 -0.999999999999791; -0.05037722726392061 0.9145679313164699 -0.45666529029106473; -0.9999999999999986 -1.0 -0.5834369321741644; 0.9232490504646287 -0.9999999999999428 0.9999998903259398; -0.9911776594646898 -0.9999999999999951 0.999999999999999; 0.9999919349629312 -1.0 -0.9684706167800551; -0.08467646283932442 0.995980420853939 0.9979875386390628; 0.999999999999954 0.9999999999999942 0.6220095699350936; -1.0 0.999999999999921 0.9999081172896737; 0.9999999999999973 -0.07678728737148117 0.9701373687606308]
433,8994,300,-23.024826767333963,[0.9999999999999982 0.999998826337674 -0.9999999999999991; 0.999999999999975 0.9999999999999994 1.0; -0.9999999999999986 -0.7283968262079328 0.7702211677453153; 1.0 -0.9440736785474063 0.9462168874089958; -0.9999999999999999 -0.9999997445265308 -0.9999999999999933; 0.01586772260366242 -1.0 -0.9999999999999974; 0.07076068852163997 0.6785634617961154 -0.9999999999999785; 0.9709025719669024 0.06570109721338373 0.9999999631539154; -0.9387146704723042 0.9999999999999988 0.31381006217283114; -1.0 0.994921673464453 0.9999999999999977; -0.19298788916721857 -0.9999999999999581 0.9924122425383617; 0.9999999999999948 0.7582764872490083 -0.41875665674002943; -0.9999999999999996 0.8697732622150706 -0.9999999999999994; 0.9999999999999988 -0.9471701041897478 -0.9999999999999999]
434,7729,300,-21.853578976160374,[0.999999634910741 0.9962627618324822 -0.6030030828733409; -0.999999999999998 -1.0 0.26910334342894243; -0.9999999999999962 0.22621496609808397 -0.9999999999999986; 0.9999999999999994 -0.5926160110761497 -0.9999999999999992; -1.0 0.9999999999999972 0.9999999999999999; -0.3630343505580519 0.9956319574168973 0.9999999999999918; 0.9999999999999998 0.9999999999999993 1.0; -0.6739349337024935 -0.8967958863961714 -0.9999999999999954; 0.9993225658509524 -0.9999999999999902 -0.20370074351853912; -0.948410183960646 0.34400495263906505 0.07386521760248446; 0.8257522657814447 -0.1489865838885776 0.9992974186107852; -0.3247709274384847 0.9999999999999997 -0.9999999999999997; -0.9997608808699694 -0.6818568122923351 1.0; 0.9999999999999984 -0.9999999999999689 0.999999999999995]
435,10000,300,-24.137663528867886,[0.34941838137698733 0.9285992446442016 -0.7332806453530238; -0.9999999999998432 -0.999999999994818 0.9999999999989634; 0.5886094766085842 0.9999999999919524 0.9302054643198534; 0.9470816419148614 -0.9999999999933924 -0.9163130759424187; -0.9605165118600999 -0.9999938138683518 -0.4368370021532654; -0.9999999996016173 -0.9999999940574092 -0.9999999999990491; 0.9999999999999792 -0.08881289775294994 0.9999999999999991; 0.7725897306288791 -0.999999999999966 0.9944392792630632; 0.999477016876313 -0.11391904261341776 -1.0; 0.9999999999999999 0.9999999999966946 -0.8642521279022966; -0.992358059168303 0.9983195553487931 -0.41939154965906217; -0.9999999999989446 0.9999999999986757 0.999999999999811; -0.6872693241946386 -0.07898353295840181 0.9479137039080486; -0.9986910386626655 0.9995489033675541 -0.9999999999999691]
436,9578,300,-24.492231164314262,[-0.9990453629665837 0.9998202279014374 1.0; -0.21569533985236344 1.0 -0.9999999999993806; 0.9999999637060065 -0.9999999999729104 -0.9485000598824225; 0.9999999989459982 0.9999999999972827 1.0; -1.0 0.9315585717650788 -1.0; 0.999993208737307 -0.9999993149154497 0.44402139756661935; -0.9999999709482482 -1.0 0.5982835690121693; -0.1728882884718373 -0.9999999302210786 1.0; 0.9193805518370585 0.3266486777657411 0.8615267222364689; 0.9999999895065433 0.999999947844717 -0.6928648682776885; -0.9999999999986499 -0.9578700148969462 -1.0; -0.9119008227080176 0.8260196899044481 0.41596786912661915; -0.05432078003435965 -0.9386084523004177 -0.7581005604158253; 0.7827741709053805 0.2371685799840209 -0.9999999984602701]
437,7085,300,-26.62130990626434,[-1.0 -0.9999999999999999 -0.9973914824174878; 0.9999999999999952 -0.4323464909221062 -0.9999999999999981; -0.2886114332287979 -0.9999999999999993 0.9999895637153409; 0.9999999999999989 0.9999999999999996 0.9999999999999993; 0.9999999999999996 0.9999988762656412 -0.9999999999999915; -0.9999999999999993 0.8390237680235889 0.5279751501782042; 0.8410692962245951 -0.9999999999999998 -0.5128831240899931; -0.3279900917821128 0.9999999999982115 0.9999999999999997; -0.9999999999999984 -0.9999999999999918 0.9047908798964941; 0.9924078019353982 0.14986067507317677 0.5631213792042008; -0.9999999999999999 1.0 -0.9999999999999999; 0.9999999999999992 -0.9999999999999396 0.999999999999999; 0.2826706987540377 0.9999994687662482 -0.5612104690953774; -0.99886326697235 -0.25349056025388444 -0.9999612004896065]
438,7359,300,-23.962761605686897,[0.9952538114330283 -0.998034321208053 -0.9999999999999999; -1.0 0.9993602599879742 -0.7778008757799733; -0.9999999999999915 -0.8675366910026041 0.9999999999999987; -0.13652785061454048 -0.8516214375233015 0.8791123826849083; -0.9999999999999997 0.38987340140555826 0.6085110068379768; 0.9999999999999966 0.999999999999929 -1.0; 0.9999999999999986 -0.9999999999999982 0.9999999999999992; -1.0 -0.9999999999994472 -0.45288118448799586; 0.9992459295212879 -0.9855633813662522 -0.3355181643249552; 0.9786354453957141 0.30321647300668386 0.9958250736778899; 0.9598275372827133 0.9999999999999993 0.9999802740633752; -0.9701883401768326 -0.43761008353080294 -1.0; -0.9986689033452562 0.999999999999999 1.0; 0.3022665562881696 0.9999999663491665 -0.9996953345679898]
439,4881,300,-24.255995301216135,[-0.5289495904117062 0.9834544749257487 0.7948880123404602; 0.9999999999992351 -0.9789513612530163 0.9999999978208446; 0.3079202986478282 -0.999999957084013 -0.9999999999971667; -0.9999999989553993 -0.9999999999990244 -0.9333078898228019; -0.9999999989464101 -0.999999999844855 0.9999999995315987; -0.9999999998152236 0.26515558492367464 -0.7959159595255015; -0.999987979536594 0.999999999998971 -0.9999999689784707; -0.21447762359482891 -0.994907956479325 0.8959356096990724; -0.9999999742343433 0.9977494144267813 0.9999999997558261; 0.9948722655797614 0.9999999995837896 0.1467679062101189; 0.8984329766766486 0.9999999902807868 -0.999999999996233; 0.9998567953387254 0.12801773295531077 -0.794484620601161; 0.9999999999053732 0.9840840260705946 0.999999999633286; 0.9999999999580383 -0.9999999992252014 -0.21895732978545465]
440,5930,300,-24.81305517354495,[-1.0 0.9999941939460801 1.0; 0.13441102949036535 0.9999975701939757 0.9999999930165256; 0.9999999999999998 0.9823798380965657 0.9999989519533127; 0.980576856264307 -0.9988290200880201 0.07950004937043882; 0.9999955608037218 0.9999999999999952 -0.9964078011925104; -0.1687099040406199 -0.9999980407948239 0.9999917022546481; -0.999986153323943 -0.9999999999999966 -0.9997528288852834; -0.9999148808204633 -0.19245570428664588 -0.9830885570467476; 0.9999999999999778 0.15790893447147433 -0.9999990465037595; 0.9901054683161729 -0.9999999999999895 -0.999999999999999; -1.0 -0.9976164815970455 0.9998874936810423; -0.9991859448659081 1.0 -0.09304528780480564; -0.9591871238377064 0.9999999999999997 -0.9999999999999994; 0.9999999999999999 -0.9543620919138909 0.9999999999999976]
441,6784,300,-25.28630164691812,[0.999999999999949 0.9980288974943293 -0.9999999999999645; -0.23420778603296766 0.9534386976723895 -0.6925771168889812; 0.999999999999074 0.9999999999997483 0.29629886384318954; 0.9999999989725118 -0.9999999999999949 0.9999998467005116; -0.9999999999978724 -0.9999999999999885 0.9999999999998872; 0.9999999992328147 -0.45540371478997677 -0.9904768176241205; -0.3728757332154593 0.9999999751813263 0.9999999999790501; 0.9226838553801867 -0.9185596365768511 0.2106660069140245; -0.999999999999995 0.9941095262715832 0.9999867809516936; 0.9999999999994424 0.24349830942948406 0.999999999999968; -0.9999999999999701 0.9999999999998395 -0.9999999999994884; -0.80089872264895 -0.36559475443728984 0.8981606013166783; -1.0 -0.6478467420818683 -0.9486110132046692; -0.23245516728970975 -0.9999999999999957 -0.9999999999999972]
442,9299,300,-24.220766854484697,[-0.9408583662375013 0.6213651517360125 -0.2267952668025706; -0.9571366455792979 -0.9999999947920171 -0.13609279028344; 0.22384480166087212 1.0 -0.9999999999999989; 0.19384479754668432 0.9979085738101698 0.9976625068177907; -0.9999999999999988 0.9058666741407212 -0.9999999999999964; -0.06362895330853408 -0.8550203989120214 0.9999729467049389; 0.9999999999999987 0.5429281082648604 0.9978135106178889; 1.0 -0.9998982649936823 0.6449488745551226; 0.9999999999999989 -0.9999999999999998 -0.9081045720696818; 0.9999999999999976 0.528629360200361 -0.8043602494838021; 0.31099924187346656 -0.4867720544967948 -0.9510195248971172; -0.9999999999999999 -0.9999999999995175 0.9999999999999034; -0.9999999999999989 0.9999999999994896 0.9999999999999991; -0.9999999999999984 -0.837109711142842 -0.9999999999999984]
443,6412,300,-26.239227096527355,[-0.9999999999999999 0.9999999999999972 -0.9999999999999962; -0.9380729436861899 0.14520497481329311 0.6678663482223202; 0.9999346945230682 -0.2444273000625458 -0.9998945727770343; -0.9999999999999994 0.9999999999999996 0.9999999999999987; 0.9999999999999998 0.8963019534462758 0.5929063964742528; 0.999999999999994 1.0 -1.0; 0.3403953714581332 -0.9999999999999989 0.9501827679238999; -0.8632061086029478 -0.9999999999999992 -0.42971878579739897; 0.9999999999999979 -0.9999999999999994 0.8465306845705353; -0.9999999999999997 -0.9999999999999898 0.9999999999999993; 0.3589052863482753 0.9999999999999996 0.9998791993165012; -0.9999999999999998 -0.3824523705562633 -0.9999999999999994; 0.9999999999999994 -0.9999999999999986 -0.9999999994443086; -0.3748727884200403 0.9999999986155861 -0.4516260321656245]
