nPsoRun,n_iter,S,fgbest,optDes
76,8710,300,-23.586669909395923,[0.7472263528987608 0.7523841989114498; -0.9702358577807524 0.5975288886354173; 0.9999999979883061 0.9999999963560579; 0.9999999999951193 -0.4364882906847757; -0.9999999981021458 -0.9999999995113013; 0.9999999998800254 -0.9999998741457358; -0.6581615481391321 -0.962504612262851; -0.9999999999996254 0.9999999997806395; 0.3334014156578588 -0.990799969130158]
77,3129,300,-25.21313494219892,[-0.7200488982632461 0.7440016887676336; 0.9997511326847374 -0.5305644226313116; 0.536821603257511 0.9916642397808558; -0.9999999999832423 -0.5867939499618355; 0.9999999999447059 0.9999999979502295; -0.1216056212144392 -0.14000235702456512; 0.8632312528399116 -0.9999999996801187; -0.6264500204696968 -0.999999999983929; -0.9999999999999996 0.9999999999168094]
78,3607,300,-25.74755977756729,[-0.9999999999999659 -0.9999999983852343; 0.9999997991814958 0.502119099605242; -0.3574072401258643 0.9996228611316081; -0.6677323578703078 -0.877406918546914; 0.999999999999787 -0.9999999981938458; 0.5609917473860196 -0.9840121408008505; -0.9999999536208515 0.3304956092595708; -0.9994556150716567 0.9999999999999938; 0.9810373921549487 1.0]
79,3351,300,-25.91783580867773,[-0.4710952270023843 -0.9999999999999905; 0.8231007545557211 -0.7077181631860687; 0.9999871144856873 1.0; -0.999999999999997 -0.08729348992004905; -0.9999999999999994 -0.9999073587582713; 0.9999992699423592 0.5007357538514698; -0.9999997430870758 0.9999999937145932; -0.4954456498775139 0.9999999999999336; 0.9999999999999997 -1.0]
80,1594,300,-26.143880969973694,[0.9999999993269818 0.4608465092607505; 0.6727478810090064 -0.8653414441476954; -0.979610442198182 0.9999973979492901; -0.999999999606891 0.5132824104220781; 0.15951955728141942 0.9999999999570334; 0.9999999996387806 -0.9999999999318362; -0.5417033067328145 -0.9752938896232248; 0.9999999999543457 0.9999999998029734; -0.9999999997754849 -0.9999999998933442]
81,967,300,-25.467833140680213,[-0.9468273277472158 -0.6018763238007373; 0.48182124359146783 -0.9991811589281846; 1.0 0.4224582607894613; -0.9999432014737686 0.999999996061789; 0.9924942387771459 0.9999970256485173; -0.9128993298387301 0.6162338607329767; 0.17784053894138918 0.9999999501419519; -0.9999999635537115 -0.9999994937408415; 0.9999920586792421 -0.9987182987633714]
82,4502,300,-25.808283250465752,[0.9999999990493502 -0.9990927742873063; -0.7908843254118497 0.745978305179691; -0.99444905139714 -1.0; -1.0 1.0; -0.9999962959904322 -0.5033722716991545; 0.9999999999999996 0.9767207731497599; 0.4902493002270863 -0.9999999999999983; 0.48525904027924494 0.999999999999997; 0.9999999999991857 0.049893465768990945]
83,1211,300,-26.127300818173456,[-0.9999999977183022 0.45967982029687116; 0.5185336914335659 -0.9999999999166389; 0.999999954196535 0.5179369512077555; -0.9993175249020751 0.9999999953402194; 0.9999924669882273 1.0; 0.9999999997362904 -0.9999999904716087; -0.9999999851611483 -0.9999999999963345; -0.17148070790432754 1.0; -0.6770048532445813 -0.8581953798952411]
84,1803,300,-25.971379221940254,[0.9999984582912955 0.9999999999735063; -0.9999999791384127 -0.1575449497447897; 0.9988304974022291 0.5150908475836435; -0.9999999899955584 -0.9991579416766609; -0.9985140901351273 0.9661396242983683; 0.9999999999914715 -0.9999999999987654; -0.4728128869632726 -0.9999999501182727; 0.812241437063185 -0.739821670801906; -0.5134954705827307 0.9999986336015241]
85,2213,300,-25.570434094040255,[-0.6349437467087462 0.906168509250944; -0.999999322818746 -0.9992014069806222; -0.9999999999992194 -0.1835063307668501; 0.9999952491143143 -0.9999999999999994; -0.43934081896413824 -0.9999999999999992; 1.0 1.0; -1.0 0.9999999999999962; 0.9999999999999999 -0.48831339388326134; 0.5799940667658032 0.9817005513047548]
86,2768,300,-25.57578251709643,[-0.79948484515994 0.7370396067349153; -0.9954751955150711 -0.501030710891852; -0.9984325632822664 -0.9999999999999998; 0.9999999999999992 -0.35662949725662646; 0.9804630868730837 -0.9994274348501418; 0.25318063013721387 -0.9999999999999999; 0.9999999999999994 0.9953763394041925; 0.486270348107952 0.9999971038613319; -1.0 0.9999999999999997]
87,5007,300,-24.550899511568335,[-0.9999999999999989 -0.581356911570159; 0.9985474111869962 -0.5224943385842834; 0.8283729816085775 0.6481800801715415; -0.5336527272797185 -0.9999999999999997; 1.0 -0.9999999999999999; -0.4756834677193055 0.9999999999999778; 0.006649656201312975 -0.11897108432498858; -1.0 0.7425636542381105; 0.9999999999999992 0.9999999999999944]
88,2625,300,-25.387000817501548,[-1.0 -1.0; -0.06719496666425837 0.07154037783134025; 0.9999999999999875 1.0; 0.550668661946593 -0.998292701624561; 0.9999798473797441 0.5617899572844922; -0.9999999964430202 -0.5552398599797106; 1.0 -0.9999999999999875; -0.9999999999999997 0.9999999999999996; -0.5660170286805681 0.9885006564645845]
89,4252,300,-25.304293272201427,[-0.9999999999998622 0.9641175312221709; 0.9999999999980017 1.0; 0.9999999999999647 -0.9999999999438964; -1.0 -0.9999999999937981; -0.6033127261916265 0.999999999999996; 0.9999140045524927 0.5907983017386107; -0.912553859365935 -0.5810589686589945; 0.5667882755317584 -1.0; 0.023572482444686935 0.1689092769248888]
90,783,300,-25.417450659609283,[0.9999998731822259 -0.9999999882416507; -0.9983015435833216 0.5602339654559488; -0.02225417624617951 0.033497602926883065; 0.999100378254513 -0.5523787294503896; -0.555758862347891 -0.9996336706467596; -0.999999882544194 0.9999999992714818; 0.9999999999997083 0.9999999356872655; 0.5559711797659189 0.9942980127890395; -0.9999998306682392 -0.9999991735668068]
91,4758,300,-25.380341905045025,[0.9999999988911626 -0.5953887987123125; -0.9999999999999726 -0.9999999999999999; -0.9851550508081361 0.6072034566030566; 1.0 0.9999999999999984; 0.5833471790875078 0.9176170799605126; 0.9999999999687142 -0.999999999999986; -0.9999999999999096 0.9999999999999956; -0.12393098464861516 -0.16354340560919156; -0.6101804284730794 -0.9963746685490972]
92,5010,300,-25.207799836493034,[-1.0 -0.9655758459209304; -0.5424275057243831 -0.999999999993262; 0.9999999999999981 -0.9999999999999997; -0.9999999999999989 0.9985459978972071; 0.9925299694761918 0.9999999999999988; -0.9359529180392538 0.09043963550635299; -0.49875824367789073 0.9999999999999997; 0.6849571656602337 -0.8518998596939814; 0.9999999999999998 0.4804050038491559]
93,602,300,-25.9701446018528,[-0.9999981243895235 -0.9984437638137135; -0.46917840296070806 -0.9999997882452119; 0.998439156805363 0.5098537881536744; -0.9999982250005096 -0.12640422451846983; 0.999999970779381 0.9999993739851826; 0.8247035811426184 -0.7141619063605531; 0.9999996900269607 -0.9999998611312209; -0.5056189414385704 0.9999449133773044; -0.9999979425869034 0.9875384634323636]
94,3404,300,-25.808704275948692,[-0.9999787130598861 -0.99144142844607; -0.9999999999999981 0.9999890899552055; 0.990488635864561 0.5565405834277075; 0.999999999999999 0.9999999999999999; -0.9999999999999986 -0.34059877589258575; -0.5052696982390125 0.9999999999999832; 0.9999999999999927 -0.9999999999999999; -0.34389850291956975 -1.0; 0.8822840815459722 -0.657198466847062]
95,4050,300,-25.966468873939103,[0.5325767088068192 0.9693318876388269; -0.6686135442307876 0.8563479583267771; 0.999999999999995 -0.4892853121979046; -0.9999999999999998 0.9999999999999999; -0.999968846313672 -0.9999999999999998; -0.9999999999999991 -0.46607632190585024; 0.9941164963095901 -0.9999999997603196; 1.0 1.0; -0.07421029246084114 -0.9999999999999988]
96,4283,300,-25.601070633722376,[0.9953009096882613 -0.9999999999999999; 0.7221593344739359 0.8270943790282016; -0.9993346031634688 -0.9638778987024659; -0.9999999999999997 -0.19962786501006938; -0.9999999999999997 0.9999635736892655; 0.9999999999999921 -0.48858439304376317; -0.5075924060270854 0.9999999999999827; -0.40225337855493426 -0.9999999999999999; 1.0 0.9999999999999997]
97,648,300,-26.12643048615245,[-0.9947419235551347 0.9998824147367773; 0.9999996006665147 0.45985578650115366; -0.9999996394936802 -0.9999326523512645; 0.1765366612163504 0.9999970713557287; 0.9999998892904274 -0.9999987606651508; -0.5228891575882344 -0.9979016367475998; -0.99811168146462 0.520587054440517; 0.6810457028587191 -0.8568259857038323; 0.9972153294195578 0.9999998813499169]
98,3906,300,-25.619457843791608,[-0.7605631882644036 0.7849086376763227; 0.9724469332892778 -0.9999999452403721; -0.9999999999883707 0.999999999600462; -0.9999836834804724 -0.9999999929111482; -0.022804104300888955 -0.9986230892416467; 0.999999999999966 0.945341119249638; 0.9786475562611892 -0.5228514259977247; -0.999963965368822 -0.5267270978325879; 0.5006741569734183 0.9991202439229249]
99,4829,300,-25.39782227941513,[0.5532427686934566 -0.9999999999999993; -0.5495578553763387 0.9999999999999218; 0.9999999999999949 -0.9991468001188262; -0.9999999999694212 0.9983444053684181; 0.9999999999564613 0.5552675974432308; -1.0 -0.5471925675470887; 0.04921098051559131 0.031124796415607624; -0.9988936906849984 -1.0; 0.9999997012885804 1.0]
100,2659,300,-25.411076047302032,[-0.5636438994236357 -0.999999999873399; -0.9999999996195521 0.5725729696391582; 0.9999999999241034 0.9999999967615534; -0.9999654969009804 1.0; 1.0 -0.999999997885496; -0.9999999997061945 -1.0; 0.022518611613258206 0.05462056973012542; 0.5842615460077926 1.0; 0.954775096522215 -0.5716954540677812]
101,769,300,-25.504554201429627,[-0.3303359549229368 1.0; 0.7332389952603309 -0.7882533614690952; -0.5061950395689863 -0.9785901239093359; 0.9999933495496112 0.47725207228842476; -0.9999988678631118 0.9999515749382512; -0.9999979777133242 -0.9946624596811712; 0.9999978996569534 -0.9999992583312363; -0.9999899744596809 0.2598182151283654; 1.0 1.0]
102,2360,300,-25.349745292279163,[-0.49716824634167534 0.9999999936162609; -1.0 0.9988730065219257; 0.9999999997758072 -0.9999999999998175; -0.9763434893308055 -0.49761390253667453; -0.13011355071789954 -1.0; -0.9994786781762628 -0.9999467523632751; 0.9033491673763518 -0.6440149213569667; 0.9999999380221294 0.5791592849004973; 0.9999999999972814 1.0]
103,3473,300,-26.04981578376416,[0.4900188177124332 -0.9999999983434401; -0.9999999999984813 -0.999999999980634; 0.9999999999958 -0.9999977972614031; -0.8873986164469843 0.6301657937179739; 0.9999999998201431 0.06572664238060186; -0.9510507127517609 -0.5549030428865165; -0.9999999999823047 0.9999999999891155; 0.9999999999983132 0.9999439721306175; 0.46681412437635766 0.9999999999259375]
104,2504,300,-25.356116282992033,[-0.9999999998909058 1.0; -0.5475829698617349 0.9999999865557954; 0.9999999998208874 -0.9999999999682619; -0.9999999999935918 -0.999999999999986; 0.5717845268834096 -0.9999998719417759; 0.9999999997533936 1.0; 0.05589470360000617 -0.14746095906847229; 0.9838275292058772 0.5547726968574956; -0.9999999999071306 -0.5668402513983857]
105,5559,300,-25.41623350483633,[-0.9999999999999656 0.9999999999962824; 0.5555624017236837 0.9999986344894459; 0.047227629876887965 0.0041920921804709166; -0.9999999999999534 -0.9999999999999754; 0.9999999992604741 -0.5537092117937551; 0.9999999999872714 -0.9999999999990312; -0.5492322587911791 -0.9999998733041006; 0.999999999999985 0.9999999999940861; -0.9999999948165619 0.5502563126238464]
106,1511,300,-25.412039630048973,[-0.9999999999437018 0.9999999999073841; 0.9999999999901019 -0.9999999999984781; 0.968563463222007 -0.5667607241387818; 0.9999999999990252 0.9999999995310911; -0.06523456880164516 -0.022889615593465362; -0.9999250710981039 0.5676138726696343; -0.9999999999208533 -0.9999999999957891; -0.5697152545258531 -0.9987812743295859; 0.5699831480904944 0.9969787545912898]
107,360,300,-25.556158706111262,[-0.9999999200574191 -1.0; -0.9999919757949586 -0.4941348159650491; 0.5328623961355579 0.9575116277092435; 0.008046389465153618 -0.9989286816684209; -0.8221221931420817 0.7411294057777387; 0.9999663778610608 0.9999983668905417; -0.9999149846525812 0.9998336810012219; 0.9997070309011487 -0.46443814850406273; 0.9183536384855362 -0.9999997971512026]
108,2757,300,-25.725960094840538,[0.5545724345866596 0.997550497761008; 0.9999998260993075 -0.9999999999999997; -0.9999999999999996 0.9999999999999994; 0.9999999999999992 0.9999999999999963; -0.9997037934051008 -0.9999999999999997; 0.9930851678804591 -0.5064701502425386; -0.9999999999999999 -0.3043336362183032; -0.3726702536609653 -0.999795302272098; -0.6527443951330945 0.8866488673989215]
109,406,300,-25.11580775945329,[0.9999691471981119 0.9999903249328432; 0.9999975048327732 -0.515891940330255; 0.9123006558503972 -0.9999993181611089; -0.5413749046922353 0.9998604786209813; 0.7691203085170368 0.7671824300128051; -0.9999106965524881 0.08286588194963773; -0.9999956995490192 1.0; -0.6409341180323465 -0.867076990406549; -0.9999981117759886 -0.9992484906935843]
110,245,300,-24.74762355995695,[0.965948243936397 0.5668188825456896; -0.9984694599100152 -0.9999999604455345; -0.7096060111490392 -0.6844269058347264; 0.5464862212050567 -0.9997703965739674; 0.9991277666577745 0.9997115986089371; 0.0582725515638198 0.37555673810288587; 0.9998945138676252 -0.7921226694771093; -0.6269751870694944 0.9999882028131575; -0.996976719641984 0.6274586473103897]
111,5325,300,-25.661116650011618,[0.5016861331841728 0.9999999999999639; 0.4467201216444179 -0.9999999999999443; -0.9999999999999999 0.9999999999999418; -0.999999243661417 -0.49963012054870504; 1.0 0.9557604218346933; 0.9999999999999989 -0.10816044498700671; 0.9999995303075117 -0.997976906526689; -0.9999338193678006 -0.9999999999999964; -0.737808637298191 0.8025697794896699]
112,4783,300,-25.518694814470578,[-0.9996728682463256 -0.9999999999999998; -1.0 0.9999999999999999; 0.9829909360354676 -1.0; 0.15378181820545953 -0.999999991508579; 0.999999999999999 0.9968585066333687; 0.47763603166904717 0.9999999999999982; -0.8101616366437977 0.7244316876158022; -0.9805680417064393 -0.5157255941630137; 0.9999999999999921 -0.4081496672695152]
113,2909,300,-25.743961901951955,[-0.5609934966593167 0.9820908452926917; 0.9999999999999997 0.9999999999999984; 0.9999995385417345 -0.9953273795962014; 0.3480404409144512 -0.9999999999999989; -0.9999999999999994 1.0; 0.642242590726613 0.8928714861202337; -0.9999999999999811 -0.5005958450797908; -0.9999999833156026 -1.0; 0.9999999999999998 -0.3235786221195607]
114,2158,300,-25.413042598637766,[-0.9989692331370242 0.5668908318788047; -1.0 0.9999999999994597; -0.9999999999999178 -0.9999999999886175; 0.9810492801133411 -0.5587906116358168; -0.5577724080556946 -0.997028712313955; 0.5680256835370409 0.9995741344270034; -0.012095565777474383 0.07584551949868114; 0.9999999999999372 0.9999999999583636; 0.9999999999958278 -0.9999999999907963]
115,1980,300,-25.680497467726443,[0.9999999999999999 -0.9999976050274265; 0.9611140440165361 0.9996891333539835; 1.0 0.4674359123720364; -0.9999999999999974 -0.9999999999999989; -0.8209255952585771 -0.7333149425322582; 0.03529069074230986 0.9999999999999979; 0.4890919033953631 -0.9999657778788131; -0.9999999999999514 0.5033872585678624; -0.9999999892932676 0.9999999999999998]
116,4038,300,-25.99641971369343,[0.9999999999838781 -0.9999999999999831; 0.9419245801155366 0.5731231487613795; -0.9999999999993326 -0.14836767048896196; 0.9999999999606497 0.9999999999956504; -0.9999999999997125 -0.9999998409351696; -0.5059389644796694 0.9999999549539131; 0.825479964636822 -0.7374397643607872; -0.9956268032628351 0.9105009534793065; -0.47311410924953673 -0.9999995811430724]
117,2514,300,-25.460509864894416,[0.6878124319491017 0.8270479605098185; 0.9999999999999998 0.9999999999999996; 0.9999999999999997 -0.4696504480426; -0.2609698920773289 -0.9999999999999996; -1.0 0.9999959340890462; -0.5349674048741 0.9497626182385356; -0.9999999999999977 -0.31809823901756534; 0.9999828453278039 -1.0; -0.9985875072840026 -0.9999933892455615]
118,1838,300,-25.358159998694468,[-0.9999999999584689 0.9999999996993435; 0.9999999999971132 0.9999999999392377; -0.9989439468172558 0.5556334723046977; -0.9999999985049273 -0.9999999998171423; -0.5627815990161186 -0.9721179562492049; 0.9922595412902441 -0.5811700037028035; 0.999999787689119 -0.999999999999999; 0.15164597038889624 -0.03635334301860937; 0.5779794521032198 0.9999979026712442]
119,4019,300,-25.161807468529886,[-0.9749265720847172 -0.5862143339559485; -1.0 -0.9999999999999986; -0.9999999999999994 0.8613799092458116; 0.9999999999999999 -0.9999999999999987; 0.5973017473664616 -0.9744772633757195; 0.9191386540622839 0.5607009411034592; 0.9999999999999979 1.0; -0.5926483320044654 1.0; -0.11062423721872239 -0.06535150293097802]
120,2555,300,-25.599468924434568,[0.998849140807086 0.9999949044143776; 0.9999999999999968 0.4555032215529149; -0.9999999999999949 -0.999999999997283; 0.10674355625377607 0.992533934626929; 0.49786784516234683 -0.9999999999998637; 0.9999999999950572 -0.9942768961886915; -0.9544605004318732 0.9999999999969054; -0.9999999999838932 0.5097393863493298; -0.8092320724533871 -0.7310532680464087]
121,3711,300,-25.657553604607905,[-0.9977913870208579 -0.4980692641685867; 1.0 0.9994447399455384; -0.9999999999999993 0.9999999999999997; 1.0 -0.4471923524636847; -0.7926290884121445 0.748350014637891; 0.4838737348574778 1.0; 0.9785248205664471 -0.9999999999999185; -0.9999954410253191 -0.9999999999999983; 0.07738679290012916 -0.9999999999999761]
